FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Evan,Ferguson,FWD,BHA,4600000,0,45,3.5,7.60869565217391E-07,9.78260869565217E-06,0,435935,1,5,0,0,0,4,0,9.8,1667,1,0,45,-1,0.3,0,1.3,5,0,5,0,2,1.4,561128,0,-1,0,1,595,284,0,0,152,Wolverhampton,Man Utd,Everton,Arsenal,Newcastle,0,4.2,5.9,8.1,3
Nathan,Ferguson,DEF,CRY,3900000,0,0,0,0,0,0,45912,0,0,0,0,0,0,0,0,19,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,30697,0,-1,0,0,0,33,0,0,0,West Ham,Tottenham,Bournemouth,Fulham,Nottingham Forest FC,0,0,0,0,0
,Fernandes,MID,MUN,9400000,11,145,4.7,5E-07,1.54255319148936E-05,0,2656995,6,36,0,0,0,6,0,15.4,2358,-6,0,145,6,0.4,0,3.7,20,0,15,0,8,7.2,3019702,0,-1,0,5,2789,5297,0,0,613,Aston Villa,Brighton,West Ham,Wolverhampton,Bournemouth,9,3.8,6,10,4.9
Federico,Fernandez,DEF,NEW,4400000,0,0,0,0,0,0,5857,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,638,0,-1,0,0,0,0,0,0,0,Southampton,Arsenal,Leeds United F.C.,Brighton,Leicester,0,0,0,0,0
Ryan,Finnigan,MID,SOU,4500000,0,0,0,0,0,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,0,-1,0,0,0,0,0,0,0,Newcastle,Nottingham Forest FC,Fulham,Brighton,Liverpool,0,0,0,0,0
Roberto,Firmino,FWD,LIV,8000000,0,92,4,5E-07,1.15E-05,0,1857128,0,14,0,0,0,9,0,11.5,569,0,0,92,0,0.2,0,1.2,10,0,4,0,4,2.6,1866488,0,-1,0,2,1128,24,0,0,396,Tottenham,Fulham,Brentford F.C.,Leicester,Aston Villa,0,0,0,4.9,4.4
,Firpo,DEF,LEE,4500000,0,28,0.848484848484849,1.88552188552189E-07,6.22222222222222E-06,0,12702,5,27,0,0,0,1,0,6.2,112,0,0,28,0,0.2,0,0.7,3,0,1,0,1,0.1,18393,0,-1,0,1,1154,44,0,0,172,Bournemouth,Man City,Newcastle,West Ham,Tottenham,0.4,0.4,0.4,0.4,0.4
Phil,Foden,MID,MCI,8000000,1,114,3.67741935483871,4.59677419354839E-07,1.425E-05,0,4474456,1,13,0,0,0,9,0,14.2,1755,0,0,114,0,0.1,0,0.8,12,0,3,0,6,8.1,4494764,0,-1,0,3,1409,689,0,0,409,Fulham,West Ham,Leeds United F.C.,Everton,Chelsea,6.6,3.8,3.1,6.7,2.9
,Fornals,MID,WHU,4900000,1,55,1.71875,3.50765306122449E-07,1.12244897959184E-05,0,181126,0,20,0,0,0,2,0,11.2,43,-6,0,55,6,0.2,0,1.2,3,0,1,0,1,0.3,78768,0,-1,0,1,1163,12,0,0,225,Crystal Palace,Man City,Man Utd,Brentford F.C.,Leeds United F.C.,1.8,1,0.9,1.2,0.9
Adam,Forshaw,MID,LEE,4400000,1,9,0.272727272727273,6.19834710743802E-08,2.04545454545455E-06,0,9262,0,5,0,0,0,0,0,2,4,-1,0,9,1,0.1,0,0.4,0,0,0,0,0,0,4793,0,-1,0,0,198,6,0,0,34,Bournemouth,Man City,Newcastle,West Ham,Tottenham,0.1,0.1,0.1,0.1,0.1
Marcus,Forss,FWD,BRE,4500000,0,0,0,0,0,0,13324,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Nottingham Forest FC,Liverpool,West Ham,Tottenham,Man City,0,0,0,0,0
Fraser,Forster,GLK,TOT,3900000,0,31,0.939393939393939,2.40870240870241E-07,7.94871794871795E-06,0,445263,0,18,0,26,0,0,0,7.9,475,-1,0,31,1,0.1,0,0.5,1,0,2,0,0,4,310187,0,-1,1,0,855,856,0,0,168,Liverpool,Crystal Palace,Aston Villa,Brentford F.C.,Leeds United F.C.,0.5,0.8,0.5,0.5,0.5
Tyrese,Francois,MID,FUL,4400000,0,1,1,2.27272727272727E-07,2.27272727272727E-07,0,3878,0,0,0,0,0,0,0,0.2,2,-1,0,1,1,0,0,0,0,0,0,0,0,0,1528,0,-1,0,0,1,0,0,0,3,Man City,Liverpool,Leicester,Southampton,Crystal Palace,0,0,0,0,0
Nathan,Fraser,FWD,WOL,4500000,0,0,0,0,0,0,14648,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0.1,20206,0,-1,0,0,0,78,0,0,0,Brighton,Aston Villa,Man Utd,Everton,Arsenal,0,0,0,0,0
Ryan,Fraser,MID,NEW,5200000,0,11,0.34375,6.61057692307692E-08,2.11538461538462E-06,0,24406,1,3,0,0,0,0,0,2.1,14,-3,0,11,3,0,0,0,0,0,1,0,0,0.1,11840,0,-1,0,0,308,8,0,0,39,Southampton,Arsenal,Leeds United F.C.,Brighton,Leicester,0.2,0.2,0.4,0.2,0.2
,Fred,MID,MUN,5100000,0,50,1.61290322580645,3.16255534471853E-07,9.80392156862745E-06,0,124165,6,20,0,0,0,2,0,9.8,133,-4,0,50,4,0.1,0,0.7,2,0,3,0,2,0.5,56915,0,-1,0,1,1053,53,0,0,219,Aston Villa,Brighton,West Ham,Wolverhampton,Bournemouth,1.8,0.8,1.2,2,0.9
Ryan,Fredericks,DEF,BOU,4400000,0,12,1,2.27272727272727E-07,2.72727272727273E-06,0,6048,1,11,0,0,0,0,0,2.7,7,-1,0,12,1,0,0,0,0,0,0,0,0,0,3424,0,-1,0,0,527,2,0,0,63,Leeds United F.C.,Chelsea,Crystal Palace,Man Utd,Everton,0,0,0,0,0
Remo,Freuler,MID,NFO,4900000,0,54,1.9,3.87755102040816E-07,1.10204081632653E-05,0,4925,4,47,0,0,0,0,0,11,9,-1,0,54,1,0.2,0,1.1,0,0,6,0,0,0,5196,0,-1,0,0,2157,8,0,0,267,Brentford F.C.,Southampton,Chelsea,Arsenal,Crystal Palace,1,1.5,1,1,1
James,Furlong,DEF,BHA,4000000,0,0,0,0,0,0,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,0,-1,0,0,0,0,0,0,0,Wolverhampton,Man Utd,Everton,Arsenal,Newcastle,0,0,0,0,0
,G.Shelvey,GLK,NFO,4000000,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,-1,0,0,0,5,0,0,0,Brentford F.C.,Southampton,Chelsea,Arsenal,Crystal Palace,0,0,0,0,0
,Gabriel,DEF,ARS,5200000,0,129,3.9,7.5E-07,2.48076923076923E-05,0,2216319,4,38,0,0,0,3,0,24.8,5709,2,1,129,-2,0.2,0,0.8,14,0,12,0,0,14.5,2781915,0,-1,0,3,2965,1950,-1,0,644,Chelsea,Newcastle,Brighton,Nottingham Forest FC,Wolverhampton,4.6,4,4.3,3.2,5.6
Cody,Gakpo,MID,LIV,7700000,8,75,2.34375,3.04383116883117E-07,9.74025974025974E-06,0,1054077,0,17,0,0,0,6,0,9.7,2883,-3,0,75,3,0.5,0,4.2,4,0,4,0,3,6.4,1762543,0,-1,0,1,1128,6989,0,0,210,Tottenham,Fulham,Brentford F.C.,Leicester,Aston Villa,3.9,2.2,1.3,2,1.4
Conor,Gallagher,MID,CHE,5600000,0,49,1.53125,2.734375E-07,8.75E-06,0,202455,7,14,0,0,0,2,0,8.8,91,-4,0,49,4,0.4,0,2,4,0,4,0,1,0.5,77299,0,-1,0,0,1191,151,0,1,219,Arsenal,Bournemouth,Nottingham Forest FC,Man City,Man Utd,0.8,0.8,1.4,1.6,0.8
Alejandro,Garnacho,MID,MUN,4100000,0,30,0.967741935483871,2.360346184107E-07,7.31707317073171E-06,0,225360,2,11,0,0,0,2,0,7.3,338,-4,0,30,4,0,0,0,0,0,0,0,2,0.5,260599,0,-1,0,0,445,315,0,0,64,Aston Villa,Brighton,West Ham,Wolverhampton,Bournemouth,0,0,0,1,0.5
James,Garner,MID,EVE,4500000,0,16,0.484848484848485,1.07744107744108E-07,3.55555555555556E-06,0,11710,1,6,0,0,0,0,0,3.6,12,0,0,16,0,0.4,0,1.8,0,0,1,0,1,0,13076,0,-1,0,0,361,8,0,0,63,Leicester,Brighton,Man City,Wolverhampton,Bournemouth,0.2,0.2,0.2,0.2,0.2
Dwight,Gayle,FWD,NEW,4500000,0,0,0,0,0,0,13385,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Southampton,Arsenal,Leeds United F.C.,Brighton,Leicester,0,0,0,0,0
,Gazzaniga,GLK,FUL,4000000,0,0,0,0,0,0,416247,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,1.2,17125,0,-1,0,0,0,0,0,0,0,Man City,Liverpool,Leicester,Southampton,Crystal Palace,0,0,0,0,0
Jean-Philippe,Gbamin,MID,EVE,4500000,0,0,0,0,0,0,5211,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1426,0,-1,0,0,0,0,0,0,0,Leicester,Brighton,Man City,Wolverhampton,Bournemouth,0,0,0,0,0
Joe,Gelhardt,FWD,LEE,5100000,0,20,1.3,2.54901960784314E-07,3.92156862745098E-06,0,86691,1,3,0,0,0,0,0,3.9,19,-4,0,20,4,0,0,0,0,0,0,0,2,0.2,39656,0,-1,0,0,201,0,0,0,44,Bournemouth,Man City,Newcastle,West Ham,Tottenham,0,0,0,0,0
Saman,Ghoddos,MID,BRE,4800000,1,13,0.393939393939394,8.20707070707071E-08,2.70833333333333E-06,0,3416,0,5,0,0,0,0,0,2.7,1,-2,0,13,2,0.1,0,0.4,0,0,0,0,0,0,1997,0,-1,0,0,119,2,0,0,48,Nottingham Forest FC,Liverpool,West Ham,Tottenham,Man City,0.2,0.2,0.2,0.2,0.2
Morgan,Gibbs-White,MID,NFO,5500000,5,123,3.7,6.72727272727273E-07,2.23636363636364E-05,0,196461,4,55,0,0,0,4,0,22.4,478,0,0,123,0,0.8,0,4.6,10,0,7,0,9,0.6,228953,0,-1,0,1,2793,1711,0,0,404,Brentford F.C.,Southampton,Chelsea,Arsenal,Crystal Palace,2.4,4.1,2.8,2.8,2.2
Billy,Gilmour,MID,BHA,4200000,3,10,0.333333333333333,7.93650793650794E-08,2.38095238095238E-06,0,103674,1,4,0,0,0,0,0,2.4,46,-3,0,10,3,0.1,0,0.4,0,0,1,0,0,0.3,70697,0,-1,0,0,250,97,0,0,40,Wolverhampton,Man Utd,Everton,Arsenal,Newcastle,0.4,0.2,0.4,0.4,0.2
Wilfried,Gnonto,FWD,LEE,4700000,5,53,2.6,5.53191489361702E-07,1.12765957446809E-05,0,320919,5,22,0,0,0,2,0,11.3,666,-3,0,53,3,0.2,0,1,6,0,4,0,4,0.8,394037,0,-1,0,1,1205,421,0,0,176,Bournemouth,Man City,Newcastle,West Ham,Tottenham,2.2,1.8,2.3,1.9,2.3
Ben,Godfrey,DEF,EVE,4300000,0,18,0.545454545454545,1.26849894291755E-07,4.18604651162791E-06,0,16465,2,18,0,0,0,0,0,4.2,27,-2,0,18,2,0.3,0,1.2,0,0,1,0,1,0.1,8125,0,-1,0,0,801,28,0,0,101,Leicester,Brighton,Man City,Wolverhampton,Bournemouth,0.3,0.3,0.3,0.3,0.3
Martial,Godo,MID,FUL,4500000,0,0,0,0,0,0,869,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1027,0,-1,0,0,0,2,0,0,0,Man City,Liverpool,Leicester,Southampton,Crystal Palace,0,0,0,0,0
Claudio,Gomes,MID,MCI,4500000,0,0,0,0,0,0,1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980,0,-1,0,0,0,0,0,0,0,Fulham,West Ham,Leeds United F.C.,Everton,Chelsea,0,0,0,0,0
Joseph,Gomez,DEF,LIV,4300000,0,68,3.4,7.90697674418605E-07,1.58139534883721E-05,0,563610,3,12,0,0,0,0,0,15.8,217,-2,0,68,2,0.2,0,0.8,8,0,8,0,0,0.8,586289,0,-1,0,1,1371,76,0,0,324,Tottenham,Fulham,Brentford F.C.,Leicester,Aston Villa,8.3,3.7,3,4.5,3.2
Charlie,Goode,DEF,BRE,3900000,0,0,0,0,0,0,91457,0,0,0,0,0,0,0,0,46,-1,0,0,1,0,0,0,0,0,0,0,0,0.4,60732,0,-1,0,0,0,0,0,0,0,Nottingham Forest FC,Liverpool,West Ham,Tottenham,Man City,0,0,0,0,0
Owen,Goodman,GLK,CRY,4000000,0,0,0,0,0,0,2084,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2844,0,-1,0,0,0,18,0,0,0,West Ham,Tottenham,Bournemouth,Fulham,Nottingham Forest FC,0,0,0,0,0
Anthony,Gordon,MID,NEW,5100000,1,54,1.6875,3.30882352941176E-07,1.05882352941176E-05,0,765384,7,16,0,0,0,3,0,10.6,108,-4,0,54,4,0.2,0,1,2,0,4,0,0,0.9,705157,0,-1,0,0,1474,29,0,0,152,Southampton,Arsenal,Leeds United F.C.,Brighton,Leicester,1.1,0.8,1.7,1,0.9
John-Kymani,Gordon,FWD,CRY,4500000,0,0,0,0,0,0,29173,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0.1,31769,0,-1,0,0,0,0,0,0,0,West Ham,Tottenham,Bournemouth,Fulham,Nottingham Forest FC,0,0,0,0,0
Archie,Gray,MID,LEE,4500000,0,0,0,0,0,0,10226,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8660,0,-1,0,0,0,21,0,0,0,Bournemouth,Man City,Newcastle,West Ham,Tottenham,0,0,0,0,0
Demarai,Gray,MID,EVE,5200000,0,86,2.9,5.57692307692308E-07,1.65384615384615E-05,0,262712,3,39,0,0,0,4,0,16.5,209,-3,0,86,3,0.2,0,1.3,4,0,6,0,1,0.6,219369,0,-1,0,0,2356,26,0,0,273,Leicester,Brighton,Man City,Wolverhampton,Bournemouth,2.1,1.6,2.2,1.7,2.7
Jack,Grealish,MID,MCI,7300000,1,114,3.67741935483871,5.03756076005303E-07,1.56164383561644E-05,0,1081205,4,16,0,0,0,5,0,15.6,12961,3,0,114,-3,0.8,0,5.5,9,0,9,0,9,16,2482204,0,-1,0,2,1949,8462,0,0,461,Fulham,West Ham,Leeds United F.C.,Everton,Chelsea,6.6,3.8,3.1,6.7,2.9
Ben,Greenwood,DEF,BOU,4000000,0,0,0,0,0,0,1755,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3488,0,-1,0,0,0,59,0,0,0,Leeds United F.C.,Chelsea,Crystal Palace,Man Utd,Everton,0,0,0,0,0
Sam,Greenwood,FWD,LEE,4000000,0,27,0.818181818181818,2.04545454545455E-07,6.75E-06,0,3324298,1,9,0,0,0,1,0,6.8,2893,-5,0,27,5,0,0,0,1,0,0,0,2,10.7,2272800,0,-1,0,1,328,3724,0,0,102,Bournemouth,Man City,Newcastle,West Ham,Tottenham,0.4,0.4,0.4,0.4,0.4
Harvey,Griffiths,MID,WOL,4400000,0,0,0,0,0,0,1588,0,0,0,0,0,0,0,0,9,-1,0,0,1,0,0,0,0,0,0,0,0,0,2236,0,-1,0,0,0,26,0,0,0,Brighton,Aston Villa,Man Utd,Everton,Arsenal,0,0,0,0,0
Pascal,Gro?,MID,BHA,5400000,14,135,4.4,8.14814814814815E-07,2.5E-05,0,3730965,4,40,0,0,0,8,0,25,1005,-1,0,135,1,0.7,0,3.9,11,0,10,0,6,9,4263649,1,-1,0,3,2722,18087,0,0,610,Wolverhampton,Man Utd,Everton,Arsenal,Newcastle,9.5,5.4,6.3,8.7,3.7
Vicente,Guaita,GLK,CRY,4400000,0,99,3.7,8.40909090909091E-07,2.25E-05,0,536740,1,34,0,85,0,0,0,22.5,452,-1,0,99,1,0.1,0,0.3,10,0,6,0,0,1.5,531034,0,-1,0,1,2430,214,0,0,484,West Ham,Tottenham,Bournemouth,Fulham,Nottingham Forest FC,4.4,3.1,4.4,4.4,4.4
,Guedes,MID,WOL,5800000,0,29,2.2,3.79310344827586E-07,5E-06,0,114668,1,12,0,0,0,1,0,5,16,-2,0,29,2,0,0,0,1,0,2,0,1,0.2,113557,0,-1,0,0,703,0,0,0,85,Brighton,Aston Villa,Man Utd,Everton,Arsenal,0,0,0,0,0
Marc,Guehi,DEF,CRY,4500000,1,84,2.5,5.55555555555556E-07,1.86666666666667E-05,0,542445,8,42,0,0,0,1,0,18.7,1703,0,0,84,0,0.9,0,4,2,0,8,0,0,2.4,615824,1,-1,0,0,2970,1265,0,0,547,West Ham,Tottenham,Bournemouth,Fulham,Nottingham Forest FC,2.5,1.7,2.5,2.5,2.5
Idrissa,Gueye,MID,EVE,4800000,0,58,2.1,4.375E-07,1.20833333333333E-05,0,14460,5,38,0,0,0,0,0,12.1,24,-2,0,58,2,0.3,0,1.5,1,0,7,0,1,0.1,16490,0,-1,0,0,2175,8,0,0,310,Leicester,Brighton,Man City,Wolverhampton,Bournemouth,1.2,1,1.3,1,1.6
Frederic,Guilbert,DEF,AVL,3900000,0,0,0,0,0,0,108795,0,0,0,0,0,0,0,0,54,-1,0,0,1,0,0,0,0,0,0,0,0,0.6,69713,0,-1,0,0,0,0,0,0,0,Man Utd,Wolverhampton,Tottenham,Liverpool,Brighton,0,0,0,0,0
Ilkay,Gundogan,MID,MCI,7300000,2,98,3.5,4.79452054794521E-07,1.34246575342466E-05,0,836435,0,18,0,0,0,4,0,13.4,814,-2,0,98,2,0.3,0,2.3,3,0,9,0,5,2.2,831674,0,-1,0,0,2094,422,0,0,402,Fulham,West Ham,Leeds United F.C.,Everton,Chelsea,6.1,3.6,2.9,6.2,2.7
Darko,Gyabi,MID,LEE,4200000,0,1,0.0303030303030303,7.21500721500722E-09,2.38095238095238E-07,0,22582,0,0,0,0,0,0,0,0.2,15,-3,0,1,3,0,0,0,0,0,0,0,0,0.1,22331,0,-1,0,0,7,66,0,0,7,Bournemouth,Man City,Newcastle,West Ham,Tottenham,0,0,0,0,0
,H.Davies,GLK,LIV,4000000,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1805,0,-1,0,0,0,1,0,0,0,Tottenham,Fulham,Brentford F.C.,Leicester,Aston Villa,0,0,0,0,0
,H.Traore,MID,BOU,4500000,0,14,0.424242424242424,9.42760942760943E-08,3.11111111111111E-06,0,1953,0,8,0,0,0,0,0,3.1,4,0,0,14,0,0.1,0,0.4,0,0,2,0,0,0,2403,0,-1,0,0,425,2,0,0,60,Leeds United F.C.,Chelsea,Crystal Palace,Man Utd,Everton,0,0,0,0.2,0.2
Erling,Haaland,FWD,MCI,12400000,8,249,8.3,6.69354838709678E-07,2.00806451612903E-05,0,4115191,5,24,0,0,0,34,0,20.1,436,9,0,249,-9,0.6,0,7.7,37,0,11,0,8,82.8,7661249,0,-1,0,10,2404,9741,0,0,978,Fulham,West Ham,Leeds United F.C.,Everton,Chelsea,22.8,12.1,9.9,22,10
Lewis,Hall,MID,CHE,4300000,0,8,0.25,5.81395348837209E-08,1.86046511627907E-06,0,3694,1,3,0,0,0,0,0,1.9,13,-2,0,8,2,0,0,0,0,0,1,0,0,0,4418,0,-1,0,0,303,9,0,0,29,Arsenal,Bournemouth,Nottingham Forest FC,Man City,Man Utd,0.1,0.1,0.1,0.2,0.1
Oliver,Hammond,MID,NFO,4300000,0,0,0,0,0,0,6621,0,0,0,0,0,0,0,0,10,-2,0,0,2,0,0,0,0,0,0,0,0,0,4416,0,-1,0,0,0,7,0,0,0,Brentford F.C.,Southampton,Chelsea,Arsenal,Crystal Palace,0,0,0,0,0
Luke,Harris,MID,FUL,4300000,0,3,0.09375,2.18023255813953E-08,6.97674418604651E-07,0,8683,0,1,0,0,0,0,0,0.7,7,-2,0,3,2,0,0,0,0,0,0,0,0,0,6592,0,-1,0,0,10,9,0,0,7,Man City,Liverpool,Leicester,Southampton,Crystal Palace,0,0,0,0,0
Jack,Harrison,MID,LEE,5700000,2,120,3.8,6.66666666666667E-07,2.10526315789474E-05,0,1071661,2,48,0,0,0,4,0,21.1,2380,-3,0,120,3,0.6,0,3.7,14,0,6,0,8,2.4,1136356,1,-1,0,2,2432,322,0,0,365,Bournemouth,Man City,Newcastle,West Ham,Tottenham,3.1,2.3,3.6,2.8,4.3
Kortney,Hause,DEF,AVL,4400000,0,0,0,0,0,0,2931,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,89,0,-1,0,0,0,0,0,0,0,Man Utd,Wolverhampton,Tottenham,Liverpool,Brighton,0,0,0,0,0
Kai,Havertz,FWD,CHE,7400000,0,94,3.2,4.32432432432432E-07,1.27027027027027E-05,0,1714080,4,26,0,0,0,7,0,12.7,2331,-6,0,94,6,0.1,0,1,13,0,9,0,1,3.1,1525808,0,-1,0,1,2215,90,0,0,285,Arsenal,Bournemouth,Nottingham Forest FC,Man City,Man Utd,0,3.2,4.1,5,3
Tom,Heaton,GLK,MUN,3800000,0,0,0,0,0,0,41696,0,0,0,0,0,0,0,0,89,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,26227,0,-1,0,0,0,63,0,0,0,Aston Villa,Brighton,West Ham,Wolverhampton,Bournemouth,0,0,0,0,0
Krisztian,Hegyi,GLK,WHU,3900000,0,0,0,0,0,0,1750,0,0,0,0,0,0,0,0,10,-1,0,0,1,0,0,0,0,0,0,0,0,0,3843,0,-1,0,0,0,14,0,0,0,Crystal Palace,Man City,Man Utd,Brentford F.C.,Leeds United F.C.,0,0,0,0,0
Karl,Hein,GLK,ARS,3900000,0,0,0,0,0,0,1981,0,0,0,0,0,0,0,0,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,2405,0,-1,0,0,0,3,0,0,0,Chelsea,Newcastle,Brighton,Nottingham Forest FC,Wolverhampton,0,0,0,0,0
Dean,Henderson,GLK,NFO,4600000,0,82,4.6,1E-06,1.78260869565217E-05,0,1648917,2,31,0,54,0,0,0,17.8,1007,1,0,82,-1,0,0,0,12,0,6,0,0,5.4,1418383,0,-1,2,2,1620,8,0,0,367,Brentford F.C.,Southampton,Chelsea,Arsenal,Crystal Palace,0,0,0,0,0
Jordan,Henderson,MID,LIV,5300000,1,59,2,3.77358490566038E-07,1.11320754716981E-05,0,144759,2,28,0,0,0,0,0,11.1,207,-2,0,59,2,0.5,0,2.4,0,0,6,0,3,0.5,67922,0,-1,0,0,1776,88,0,0,350,Tottenham,Fulham,Brentford F.C.,Leicester,Aston Villa,3.1,1.7,1,1.6,1.1
Jeff,Hendrick,MID,NEW,4500000,0,0,0,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Southampton,Arsenal,Leeds United F.C.,Brighton,Leicester,0,0,0,0,0
Wayne,Hennessey,GLK,NFO,3900000,0,4,0.121212121212121,3.10800310800311E-08,1.02564102564103E-06,0,195576,0,4,0,7,0,0,0,1,98,-1,0,4,1,0,0,0,0,0,0,0,0,1.4,118496,0,-1,0,0,180,27,0,0,28,Brentford F.C.,Southampton,Chelsea,Arsenal,Crystal Palace,0.1,0.1,0.1,0.1,0.1
Rico,Henry,DEF,BRE,4500000,0,97,2.9,6.44444444444444E-07,2.15555555555556E-05,0,520568,2,44,0,0,0,0,0,21.6,2656,0,0,97,0,0.5,0,2.3,3,0,9,0,3,3.2,791777,0,-1,0,1,2899,369,0,0,435,Nottingham Forest FC,Liverpool,West Ham,Tottenham,Man City,3.2,1.9,3.2,2,2.4
Aaron,Hickey,DEF,BRE,4900000,2,45,2,4.08163265306122E-07,9.18367346938776E-06,0,75624,6,28,0,0,0,0,0,9.2,152,-1,0,45,1,0.2,0,1.1,2,0,3,0,2,0.3,65044,0,-1,0,0,1590,131,0,0,239,Nottingham Forest FC,Liverpool,West Ham,Tottenham,Man City,1.8,1,1.9,1.1,1.3
James,Hill,DEF,BOU,4400000,0,0,0,0,0,0,4330,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1706,0,-1,0,0,0,0,0,0,0,Leeds United F.C.,Chelsea,Crystal Palace,Man Utd,Everton,0,0,0,0,0
Jack,Hinshelwood,MID,BHA,4500000,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,-1,0,0,0,2,0,0,0,Wolverhampton,Man Utd,Everton,Arsenal,Newcastle,0,0,0,0,0
Leo Fuhr,Hjelde,DEF,LEE,3900000,0,0,0,0,0,0,35096,0,0,0,0,0,0,0,0,9,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,24317,0,-1,0,0,0,0,0,0,0,Bournemouth,Man City,Newcastle,West Ham,Tottenham,0,0,0,0,0
Joseph,Hodge,MID,WOL,4300000,0,4,0.121212121212121,2.81888653981677E-08,9.30232558139535E-07,0,8490,1,5,0,0,0,0,0,0.9,8,-2,0,4,2,0,0,0,0,0,0,0,0,0,8043,0,-1,0,0,167,13,0,0,15,Brighton,Aston Villa,Man Utd,Everton,Arsenal,0.1,0.1,0.1,0.1,0.1
Pierre-Emile,H?jbjerg,MID,TOT,5300000,2,115,3.5,6.60377358490566E-07,2.16981132075472E-05,0,754763,5,55,0,0,0,4,0,21.7,892,-2,0,115,2,0.5,0,2.7,10,0,9,0,5,1.9,797425,0,-1,0,2,2951,299,0,0,602,Liverpool,Crystal Palace,Aston Villa,Brentford F.C.,Leeds United F.C.,2.1,3.2,2.5,3.7,2.6
Rob,Holding,DEF,ARS,4200000,0,20,0.606060606060606,1.44300144300144E-07,4.76190476190476E-06,0,23193,0,13,0,0,0,1,0,4.8,78,-3,0,20,3,0.4,0,1.8,0,0,0,0,0,0.2,20190,0,-1,0,0,557,255,0,0,117,Chelsea,Newcastle,Brighton,Nottingham Forest FC,Wolverhampton,0.3,0.3,0.3,0.3,0.4
Mason,Holgate,DEF,EVE,4200000,0,15,0.454545454545455,1.08225108225108E-07,3.57142857142857E-06,0,19185,1,6,0,0,0,0,0,3.6,4,-3,0,15,3,0.1,0,0.5,2,0,2,0,0,0.1,8774,0,-1,0,0,443,14,0,1,80,Leicester,Brighton,Man City,Wolverhampton,Bournemouth,0.2,0.2,0.2,0.2,0.2
Callum,Hudson-Odoi,MID,CHE,5300000,0,0,0,0,0,0,10402,0,0,0,0,0,0,0,0,1,-2,0,0,2,0,0,0,0,0,0,0,0,0,1884,0,-1,0,0,0,0,0,0,0,Arsenal,Bournemouth,Nottingham Forest FC,Man City,Man Utd,0,0,0,0,0
